source_id,source_type,path_or_url,hash_algorithm,hash,commit_or_version,recorded_at,notes
za-validation-cost-dual-frame,csv,data/za_validation/za_2023_validation_cost_dual_frame.csv,sha256,104727d7197fc36046b100bc83fbaa23bd86b2d2d2f1a8af11aecc501d1718fa,,2026-05-13 15:12 UTC,Module 13 cost dual frame
za-validation-manifest-json,json,data/za_validation/za_2023_validation_manifest.json,sha256,c3dc190dd0f036da2ca928bc023afd0e5fedd41e93188ec33030e5d10e5d858e,,2026-05-13 15:12 UTC,Module 13 artifact manifest
za-validation-report-md,markdown,doc/za_2023_validation_report.md,sha256,aa5612029cd3e76cd52ba5efad6bf5f23df107aebc4beaaf08b347131f56870f,,2026-05-13 15:12 UTC,Module 13 acceptance report
za-validation-before-after-notebook,jupyter,notebooks/za_validation/12_acceptance/before_after_comparison.ipynb,sha256,9a188cee6890308aa7dc0e0a4213a5d1d64555af4fd7a5d58a7c1e269c38da23,,2026-05-13 15:12 UTC,Module 13 before/after notebook
za-validation-before-after-html,html,doc/za_validation/figures/12_acceptance/before_after_comparison.html,sha256,32a453bf4d64894f8bea1d9da575adb15a5cab2b39cf797f836261375fd0f305,,2026-05-13 15:12 UTC,Module 13 before/after HTML
za-carrier-taxonomy-csv,csv,data/za_audit/za_carrier_taxonomy.csv,sha256,19ec50de3e00c2ebfdd5cc5b96b3d85df2714d46b05571ac0e75db14c6f5f0d3,,2026-05-15 14:35 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-crosscheck,csv,data/za_audit/za_carrier_taxonomy_crosscheck.csv,sha256,0648ff62051e9f87b0968073018b72bf90415e94994a739e1130ea581bfb072f,,2026-05-15 14:35 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-doc,markdown,doc/za_carrier_taxonomy.md,sha256,53ccc64edf6819876121046d91a03e3d1cf61a6bd3c23298e739a69eaab3ba2f,,2026-05-15 14:35 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-smoke,python,scripts/za_validation/smoke_carrier_taxonomy.py,sha256,63f354b9285ef82b6ba2cb8f886380c4aee47627b0ecffcee7ed7bcded15e109,,2026-05-15 14:35 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-csv,csv,data/za_audit/za_carrier_taxonomy.csv,sha256,19ec50de3e00c2ebfdd5cc5b96b3d85df2714d46b05571ac0e75db14c6f5f0d3,,2026-05-15 16:19 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-crosscheck,csv,data/za_audit/za_carrier_taxonomy_crosscheck.csv,sha256,0648ff62051e9f87b0968073018b72bf90415e94994a739e1130ea581bfb072f,,2026-05-15 16:19 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-doc,markdown,doc/za_carrier_taxonomy.md,sha256,53ccc64edf6819876121046d91a03e3d1cf61a6bd3c23298e739a69eaab3ba2f,,2026-05-15 16:19 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-smoke,python,scripts/za_validation/smoke_carrier_taxonomy.py,sha256,63f354b9285ef82b6ba2cb8f886380c4aee47627b0ecffcee7ed7bcded15e109,,2026-05-15 16:19 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-csv,csv,data/za_audit/za_carrier_taxonomy.csv,sha256,19ec50de3e00c2ebfdd5cc5b96b3d85df2714d46b05571ac0e75db14c6f5f0d3,,2026-05-15 16:44 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-crosscheck,csv,data/za_audit/za_carrier_taxonomy_crosscheck.csv,sha256,0648ff62051e9f87b0968073018b72bf90415e94994a739e1130ea581bfb072f,,2026-05-15 16:44 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-doc,markdown,doc/za_carrier_taxonomy.md,sha256,53ccc64edf6819876121046d91a03e3d1cf61a6bd3c23298e739a69eaab3ba2f,,2026-05-15 16:44 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-smoke,python,scripts/za_validation/smoke_carrier_taxonomy.py,sha256,63f354b9285ef82b6ba2cb8f886380c4aee47627b0ecffcee7ed7bcded15e109,,2026-05-15 16:44 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-csv,csv,data/za_audit/za_carrier_taxonomy.csv,sha256,19ec50de3e00c2ebfdd5cc5b96b3d85df2714d46b05571ac0e75db14c6f5f0d3,,2026-05-15 16:59 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-crosscheck,csv,data/za_audit/za_carrier_taxonomy_crosscheck.csv,sha256,0648ff62051e9f87b0968073018b72bf90415e94994a739e1130ea581bfb072f,,2026-05-15 16:59 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-doc,markdown,doc/za_carrier_taxonomy.md,sha256,53ccc64edf6819876121046d91a03e3d1cf61a6bd3c23298e739a69eaab3ba2f,,2026-05-15 16:59 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-smoke,python,scripts/za_validation/smoke_carrier_taxonomy.py,sha256,63f354b9285ef82b6ba2cb8f886380c4aee47627b0ecffcee7ed7bcded15e109,,2026-05-15 16:59 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-csv,csv,data/za_audit/za_carrier_taxonomy.csv,sha256,19ec50de3e00c2ebfdd5cc5b96b3d85df2714d46b05571ac0e75db14c6f5f0d3,,2026-05-15 18:22 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-crosscheck,csv,data/za_audit/za_carrier_taxonomy_crosscheck.csv,sha256,0648ff62051e9f87b0968073018b72bf90415e94994a739e1130ea581bfb072f,,2026-05-15 18:22 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-doc,markdown,doc/za_carrier_taxonomy.md,sha256,53ccc64edf6819876121046d91a03e3d1cf61a6bd3c23298e739a69eaab3ba2f,,2026-05-15 18:22 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-smoke,python,scripts/za_validation/smoke_carrier_taxonomy.py,sha256,63f354b9285ef82b6ba2cb8f886380c4aee47627b0ecffcee7ed7bcded15e109,,2026-05-15 18:22 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-csv,csv,data/za_audit/za_carrier_taxonomy.csv,sha256,19ec50de3e00c2ebfdd5cc5b96b3d85df2714d46b05571ac0e75db14c6f5f0d3,,2026-05-21 11:56 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-crosscheck,csv,data/za_audit/za_carrier_taxonomy_crosscheck.csv,sha256,0648ff62051e9f87b0968073018b72bf90415e94994a739e1130ea581bfb072f,,2026-05-21 11:56 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-doc,markdown,doc/za_carrier_taxonomy.md,sha256,53ccc64edf6819876121046d91a03e3d1cf61a6bd3c23298e739a69eaab3ba2f,,2026-05-21 11:56 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-smoke,python,scripts/za_validation/smoke_carrier_taxonomy.py,sha256,63f354b9285ef82b6ba2cb8f886380c4aee47627b0ecffcee7ed7bcded15e109,,2026-05-21 11:56 local,Module 05 carrier taxonomy artifact
za-demand-import-export-script,script,scripts/build_za_demand_import_export_inputs.py,sha256,35dc947945fb43539d8f9914b1c97f4ff46b59a97334eac4f476c60186ea5e50,,2026-06-01 18:51 local,Module 06 builder script
za-2023-demand-profile,csv,data/za_validation/za_2023_demand_profile.csv,sha256,536ec5659b70723aa9bb9b49aa196085435a11ae9c4bd79032247b3334aca847,,2026-06-01 18:51 local,Module 06 demand profile
za-2023-gegis-demand-africa,csv,data/ssp2-2.6/2030/era5_2023_custom/Africa.csv,sha256,9de919b6229de94ad2dbea91fbec9a41dae397c31dc4b5def608538af4fb9a1f,,2026-06-01 18:51 local,Module 06 GEGIS-compatible demand export
za-2023-import-export-timeseries,csv,data/za_validation/za_2023_import_export_timeseries.csv,sha256,33f7ee12ca4e076cdba8ea482ffb64b3235ab3caa56e961cfb23bb42d5758579,,2026-06-01 18:51 local,Module 06 gross import/export timeseries
za-2023-other-re-timeseries,csv,data/za_validation/za_2023_other_re_timeseries.csv,sha256,e4112c5b16437c83dad722071a965eee413f857842c8fbc56178d66b91aed24a,,2026-06-01 18:51 local,Module 06 Other RE exogenous timeseries
za-2023-load-allocation-weights,csv,data/za_audit/za_2023_load_allocation_weights.csv,sha256,e07be8dff676be59e84fe00258f790f7157e2aab237896c33aaa5f2daa934269,,2026-06-01 18:51 local,Module 06 load allocation weights
za-pypsa-rsa-gva-pop-load-weight-comparison,csv,data/za_audit/pypsa_rsa_gva_pop_load_weight_comparison.csv,sha256,552e663abcdf72d96df75a3576ebcd06f62e21ebe745b7d4ecf3605e46797dcc,,2026-06-01 18:51 local,Module 06 diagnostic GVA/POP comparison
za-2023-import-export-attachment,csv,data/za_audit/za_2023_import_export_attachment.csv,sha256,9066189c6adfbbd735870148d71b96d5dd4f1e267b9657870cd094ed28c2107a,,2026-06-01 18:51 local,Module 06 import/export attachment table
za-2023-other-re-attachment,csv,data/za_audit/za_2023_other_re_attachment.csv,sha256,fef2ad3e86122166527b87cc3a13839b4f9d60e4d7d384f6105135e574c8e379,,2026-06-01 18:51 local,Module 06 Other RE attachment table
za-demand-import-export-report,markdown,doc/za_demand_import_export_model_inputs.md,sha256,d3bd22fa52ff330cbaea165733a55b382fe6da5eac6caabbf4beaab6a8c07a72,,2026-06-01 18:51 local,Module 06 model-input report
za-carrier-taxonomy-csv,csv,data/za_audit/za_carrier_taxonomy.csv,sha256,8bb8c569efba8d0d63b552197b0f5e0321c38da2cc4560aba314536b7402e2cf,,2026-06-01 18:51 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-crosscheck,csv,data/za_audit/za_carrier_taxonomy_crosscheck.csv,sha256,0648ff62051e9f87b0968073018b72bf90415e94994a739e1130ea581bfb072f,,2026-06-01 18:51 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-doc,markdown,doc/za_carrier_taxonomy.md,sha256,53ccc64edf6819876121046d91a03e3d1cf61a6bd3c23298e739a69eaab3ba2f,,2026-06-01 18:51 local,Module 05 carrier taxonomy artifact
za-carrier-taxonomy-smoke,python,scripts/za_validation/smoke_carrier_taxonomy.py,sha256,63f354b9285ef82b6ba2cb8f886380c4aee47627b0ecffcee7ed7bcded15e109,,2026-06-01 18:51 local,Module 05 carrier taxonomy artifact
eskom-2023-raw-hourly,csv-input,data/za_audit/raw/eskom_data_2023_full.csv,sha256,8c2220f114ba60d5ae823f5116368cc2a664ec625d70f4d52bdf26caffc29869,,2026-06-01 18:51 local,Eskom 2023 raw hourly (Module 02 staging)
pypsa-rsa-fixed-tech-2023,csv-input,data/za_audit/pypsa_rsa_fixed_technologies_2023_candidates.csv,sha256,81c19dce89803c375e1616323ffd86c999c87a085e3a98b3ff34de74ec8e5d03,,2026-06-01 18:51 local,PyPSA-RSA fixed_technologies 2023 candidates (Module 04)
reipppp-wind-2023,csv-input,data/za_audit/reipppp_wind_2023_candidates.csv,sha256,7ba1fdb00b89234019c53f6fb7297ca5fb09f8ed532747619e78f826b9c919d6,,2026-06-01 18:51 local,REIPPPP wind 2023 candidates (Module 04)
reipppp-solar-2023,csv-input,data/za_audit/reipppp_solar_2023_candidates.csv,sha256,9833b61ab47a8cc58aa3202b4b83af96b67bb371c7b7c479540d4a90a2c4c2c3,,2026-06-01 18:51 local,REIPPPP solar 2023 candidates (Module 04)
za-fleet-builder-script,script,scripts/build_za_fleet_reconciliation.py,sha256,60dbdb4754a74c246603e244b4aad4e019b6c596e6038357e075499860cbb855,,2026-06-01 18:51 local,Module 08 builder
za-fleet-package-recon,script,scripts/za_fleet/reconciliation.py,sha256,f844ea7a39ada09199859fbde39ba0c175f411145c9ee54f0e34f251cfc31e1e,,2026-06-01 18:51 local,Module 08 reconciliation builder
za-fleet-package-custom,script,scripts/za_fleet/custom_powerplants.py,sha256,954a4cb5325daa647b7347a1e44977ca3eaa3d7f34dc35d91057380903ed57e9,,2026-06-01 18:51 local,Module 08 custom_powerplants emitter
za-fleet-package-named,script,scripts/za_fleet/named_inventory.py,sha256,5f596a7168e4cc8d66a5856898e8f464d350a9c56b728fe76ce6d08f7133d88b,,2026-06-01 18:51 local,Module 08 named-plant inventory + cross-check
za-fleet-package-eskom,script,scripts/za_fleet/eskom_anchors.py,sha256,4bc7ce338fce90a947d521180a016c073d6586707d976069890ce9102695d771,,2026-06-01 18:51 local,Module 08 Eskom 2023 anchor builder
za-fleet-package-smoke,script,scripts/za_fleet/normalization_smoke.py,sha256,2cb0d6da409c9826e6d0b0a4fcf4355ad4b15bda4e7f4a8954d9f889c972bd4f,,2026-06-01 18:51 local,Module 08 normalization smoke diff
za-custom-powerplants,csv,data/custom_powerplants.csv,sha256,db0f4b22ec2d5727a88e3f5c9342ff1a0a235feb80c4a3b8cf577320c04af07c,,2026-06-01 18:51 local,Module 08 frozen 2023 ZA fleet (replaces header-only)
za-powerplant-reconciliation,csv,data/za_audit/za_powerplant_reconciliation.csv,sha256,713b1776be170aa671fc4ba440c61d1067f6ec51050700d24ca1989230839553,,2026-06-01 18:51 local,Module 08 reconciliation audit
za-named-plant-inventory,csv,data/za_audit/za_named_plant_inventory.csv,sha256,74c67f7cef4cae03ded2cae4af63346648456acff06d17b28ac762fc8780c146,,2026-06-01 18:51 local,Module 08 canonical Eskom-named station inventory
za-eskom-2023-anchors,csv,data/za_audit/za_eskom_2023_capacity_anchors.csv,sha256,a78b905a1c88dfac1e70981f292d5cfca5543c5f425cfa64b8e50fc21cb6d93b,,2026-06-01 18:51 local,Module 08 per-carrier installed-capacity anchors from raw hourly
za-phs-storage-hours,csv,data/za_audit/za_phs_storage_hours.csv,sha256,c8aa6d0ea7c9159082c7b02af62db9a2fd6e61fd39c311be173dd409b46c712d,,2026-06-01 18:51 local,Module 08 PHS StorageCapacity_MWh audit
za-powerplants-norm-diff,csv,data/za_audit/za_powerplants_normalization_diff.csv,sha256,8f50da3849dcbcad5fac92c0d9107b28c26e730056afacd8e2e2718f22432fb3,,2026-06-01 18:51 local,Module 08 normalization smoke vs resources/powerplants.csv
za-fleet-reconciliation-doc,markdown,doc/za_powerplant_reconciliation.md,sha256,55ac0a273de7c112e010514a3e6d2a1f91736d43dff4b76e77f7c2cf40de984f,,2026-06-01 18:51 local,Module 08 canonical doc
za-costs-builder-script,script,scripts/build_za_costs_fuels_efficiencies.py,sha256,b5a2173d29e9f8b35b1b3986e60b21575fc51fd0e081f43e779cbc76f12c8d9d,,2026-06-01 18:51 local,Module 07 builder
za-costs-package-fxrate,script,scripts/za_costs/fxrate.py,sha256,15f8d7069e7c8fd93845abf53f421ec01db1a982f9e2c639239040a5fbfae774,,2026-06-01 18:51 local,Module 07 FX helper
za-costs-package-currency,script,scripts/za_costs/currency.py,sha256,99e789361c0601ad31d8ddd8b0abf8e6a8c9dd99440349cf2959070d4032a424,,2026-06-01 18:51 local,Module 07 currency helper
za-costs-package-audit-builder,script,scripts/za_costs/audit_builder.py,sha256,d1d10b27df417a80879368d30d1d560af835d159196fdfa7cbbd69e3da0e7816,,2026-06-01 18:51 local,Module 07 audit builder
za-costs-package-local-rows,script,scripts/za_costs/local_rows.py,sha256,6098e75a221a96a98f60a02b590733d6119dc091372b5b32e086a76da0502e3b,,2026-06-01 18:51 local,Module 07 local rows + CoLS refs
za-costs-fuels-efficiencies-audit,csv,data/za_audit/za_costs_fuels_efficiencies_audit.csv,sha256,8cb16c69f89ef805c9583880ed85468897686e571d87d50ff418eeabb796eb3f,,2026-06-01 18:51 local,Module 07 cost/fuel/emissions audit
za-local-carrier-cost-rows,csv,data/za_audit/za_local_carrier_cost_rows.csv,sha256,31feefa7904b8ad8d2b862bbb222093b7e6d40bf219d757b859d0b158cacbd56,,2026-06-01 18:51 local,Module 07 sidecar consumed by Module 10 apply_za_local_carriers
za-eur-zar-fxrate-2023,csv,data/za_audit/za_eur_zar_fxrate_2023.csv,sha256,31200df936f945a38bb932af0e4a5c0fd95aaa7cd244d2bb2cdf1dca0d6625db,,2026-06-01 18:51 local,Module 07 frozen 2023 EUR/ZAR rate
za-cols-reference-values,csv,data/za_audit/za_cols_reference_values.csv,sha256,3024a998f4b6292a83fd8debdaa936f06d01a4e900e4361463732dc75e2cc75d,,2026-06-01 18:51 local,Module 07 policy CoLS reference values
za-costs-fuels-efficiencies-doc,markdown,doc/za_costs_fuels_efficiencies_and_coUE.md,sha256,ef3157158ee70a193da73f11774933f2bf365ec50f78235684f16997a9288b86,,2026-06-01 18:51 local,Module 07 canonical doc
eurofxref-hist-zip,url,https://raw.githubusercontent.com/alexprengere/currencyconverter/master/currency_converter/eurofxref-hist.zip,sha256,766e6751e41af988c03c1d8907d2c9ff6306e1a7b23de908f5af4a203ac0868b,,2026-06-01 18:51 local,Module 07 FX source archive
